,0,1,2,3
0,0.010845630429685116,0.08848544210195541,0.8991438150405884,0.0015251493314281106
1,0.010426616296172142,0.3322509229183197,0.49829280376434326,0.15902966260910034
2,0.011365319602191448,0.2040909230709076,0.7819417119026184,0.0026020784862339497
3,0.0074934889562428,0.3474181890487671,0.5657596588134766,0.07932869344949722
4,0.017308786511421204,0.3134218454360962,0.6303144693374634,0.0389549694955349
5,0.07166087627410889,0.020792970433831215,0.8925298452377319,0.015016240999102592
6,0.019644316285848618,0.13744938373565674,0.18767189979553223,0.6552344560623169
7,0.02307497337460518,0.2568856477737427,0.5256977081298828,0.19434165954589844
8,0.03356723487377167,0.10111313313245773,0.8504908084869385,0.014828754588961601
9,0.005311057902872562,0.34896546602249146,0.6453954577445984,0.0003280687378719449
10,0.02499786950647831,0.007173497229814529,0.9669829607009888,0.0008456947980448604
11,0.019472133368253708,0.04672149941325188,0.1805294156074524,0.7532770037651062
12,0.02284652553498745,0.11587454378604889,0.6096010208129883,0.2516779601573944
13,0.006340054329484701,0.2697575092315674,0.7230764031410217,0.0008260299218818545
14,0.03405798599123955,0.1286790668964386,0.5423320531845093,0.2949308454990387
15,0.13617852330207825,0.04226671904325485,0.6983439922332764,0.12321073561906815
16,0.009197734296321869,0.12764067947864532,0.855898916721344,0.0072626518085598946
17,0.023142307996749878,0.11624996364116669,0.8386380672454834,0.021969666704535484
18,0.0031348946504294872,0.588442325592041,0.40779581665992737,0.0006270261947065592
19,0.0032256746198982,0.06530998647212982,0.9304733276367188,0.0009909357177093625
20,0.0008868315489962697,0.07449158281087875,0.9245008230209351,0.00012075115228071809
21,0.02921159379184246,0.08231852948665619,0.8750646710395813,0.013405244797468185
22,0.002732046414166689,0.3659282326698303,0.6292756199836731,0.0020640718284994364
23,0.020213527604937553,0.11638984084129333,0.8532118201255798,0.010184822604060173
24,0.0029710407834500074,0.48801636695861816,0.506356954574585,0.0026555645745247602
25,0.012757151387631893,0.035839520394802094,0.9502568244934082,0.0011465514544397593
26,0.008845197968184948,0.12640951573848724,0.848609983921051,0.016135316342115402
27,0.007657238282263279,0.14654283225536346,0.653992772102356,0.19180719554424286
28,0.01561405323445797,0.6174829006195068,0.3452558219432831,0.021647149696946144
29,0.019688326865434647,0.17737583816051483,0.7779603004455566,0.024975573644042015
30,0.011014332063496113,0.17722547054290771,0.7554375529289246,0.05632271245121956
31,0.010345889255404472,0.4421263039112091,0.3410876989364624,0.20644013583660126
32,0.1061721220612526,0.0018977693980559707,0.889955461025238,0.0019747198093682528
33,0.022662119939923286,0.021564899012446404,0.9555965662002563,0.00017640372971072793
34,0.009181683883070946,0.03492745757102966,0.9480751752853394,0.007815688848495483
35,0.008364653214812279,0.12417948991060257,0.826813280582428,0.04064248502254486
36,0.0017271277029067278,0.22848886251449585,0.76865553855896,0.0011284661013633013
37,0.006740211509168148,0.5629684329032898,0.427571564912796,0.002719786250963807
38,0.0036798338405787945,0.24710078537464142,0.7409250140190125,0.008294370025396347
39,0.026956835761666298,0.15199267864227295,0.8167309165000916,0.0043195937760174274
40,0.034229133278131485,0.17125655710697174,0.7758338451385498,0.018680421635508537
41,0.010293412022292614,0.1895560920238495,0.7991199493408203,0.0010305896867066622
42,0.0026070806197822094,0.052813418209552765,0.9439705014228821,0.0006089606904424727
43,0.057224828749895096,0.05320332944393158,0.3740026354789734,0.5155692100524902
44,0.005200729239732027,0.3641735911369324,0.6303304433822632,0.0002952900540549308
45,0.005458427127450705,0.2536943554878235,0.7012971639633179,0.0395500585436821
46,0.06616692245006561,0.006416956894099712,0.9247686862945557,0.0026474418118596077
47,0.03803453966975212,0.013677382841706276,0.9479749798774719,0.0003130765981040895
48,0.006667946465313435,0.2337789535522461,0.7568328976631165,0.002720166463404894
49,0.004752629902213812,0.18557700514793396,0.8082187175750732,0.0014516267692670226
50,0.014010845683515072,0.1914604902267456,0.7938748002052307,0.0006538158631883562
51,0.020710183307528496,0.08194040507078171,0.5628165006637573,0.33453282713890076
52,0.006110474932938814,0.45739585161209106,0.5034082531929016,0.03308548033237457
53,0.014418380334973335,0.007163645699620247,0.9770769476890564,0.0013410109095275402
54,0.0048046899028122425,0.15829123556613922,0.835962176322937,0.0009418975096195936
55,0.02874886989593506,0.2163447141647339,0.7060452103614807,0.04886122792959213
56,0.007953348569571972,0.21482333540916443,0.5826540589332581,0.19456931948661804
57,0.0024967221543192863,0.20466391742229462,0.7922884821891785,0.0005508573958650231
58,0.006279378198087215,0.04802389070391655,0.9365991353988647,0.009097559377551079
59,0.0031787778716534376,0.20367595553398132,0.7393848299980164,0.053760427981615067
60,0.013511748053133488,0.09840821474790573,0.8756552934646606,0.01242462731897831
61,0.011081739328801632,0.46529290080070496,0.5085011124610901,0.01512426882982254
62,0.0037737025413662195,0.16231581568717957,0.8320460319519043,0.0018644873052835464
63,0.004386575892567635,0.19990968704223633,0.7947067618370056,0.0009970198152586818
64,0.010954022407531738,0.1963900774717331,0.7391096353530884,0.053546320647001266
65,0.012059199623763561,0.05570366606116295,0.2410767823457718,0.691160261631012
66,0.04716607928276062,0.4126439094543457,0.4176653325557709,0.12252460420131683
67,0.008534256368875504,0.5085599422454834,0.3361490070819855,0.14675675332546234
68,0.006753922905772924,0.10766775161027908,0.8775861263275146,0.007992180995643139
69,0.009430177509784698,0.1764775961637497,0.807843804359436,0.006248372606933117
70,0.006874977611005306,0.22260136902332306,0.7698622345924377,0.0006614356534555554
71,0.006486829370260239,0.3738860487937927,0.6170417666435242,0.0025853540282696486
72,0.013241509906947613,0.020665781572461128,0.9659457206726074,0.00014692408149130642
73,0.005640383344143629,0.41423550248146057,0.5473644733428955,0.03275960311293602
74,0.01782963238656521,0.15420274436473846,0.8246287107467651,0.003338937181979418
75,0.0022660146933048964,0.5801078081130981,0.41411274671554565,0.0035133827477693558
76,0.02003282681107521,0.14682237803936005,0.7893350124359131,0.043809808790683746
77,0.009217813611030579,0.15706932544708252,0.8053234815597534,0.02838931791484356
78,0.009461996145546436,0.41043493151664734,0.48479989171028137,0.09530322998762131
79,0.003209840040653944,0.3675689995288849,0.6287865042686462,0.0004345796478446573
80,0.0036757735069841146,0.08352045714855194,0.9123862981796265,0.0004175230860710144
81,0.009744977578520775,0.07022000849246979,0.9198974370956421,0.00013758895511273295
82,0.0274472925812006,0.09522545337677002,0.6177841424942017,0.2595430910587311
83,0.006923142820596695,0.028047548606991768,0.9642106890678406,0.0008186388295143843
84,0.008086876012384892,0.18389524519443512,0.7637000679969788,0.04431786760687828
85,0.017403945326805115,0.07900194823741913,0.9031078219413757,0.0004863445064984262
86,0.004115128889679909,0.039012789726257324,0.9553282260894775,0.001543921185657382
87,0.005021975841373205,0.24749287962913513,0.6497522592544556,0.09773286432027817
